
    1	   48	inf.	 100.83	0	   7510542	   7509402
    2	   68	inf.	 100.77	0	   5164345	   5105455
    3	   65	inf.	 100.31	0	   9645580	   9621375
    4	   59	inf.	 100.97	0	   6298578	   6285434
    5	   68	inf.	 100.91	0	   8000952	   7994415
    6	   55	inf.	 100.27	0	  16546009	  16543508
    7	   66	inf.	 100.00	0	  14292984	  14234443
    8	   54	inf.	 100.34	0	   7048301	   7037389
    9	   58	inf.	 100.44	0	  11268835	  10577926
   10	   69	inf.	 100.78	0	   8036117	   8030555
   11	   57	inf.	 100.33	0	   6458359	   6457326
   12	   69	inf.	 101.52	0	   7915385	   7890256
   13	   66	inf.	 101.08	0	   8598109	   8550497
   14	   71	inf.	 101.25	0	   9255221	   9164778
   15	   65	inf.	 100.11	0	  15574179	  15230056
   16	   65	inf.	 101.20	0	   7402213	   7389701
   17	   71	inf.	 100.02	0	   8687725	   8669466
   18	   54	inf.	 100.36	0	  10158993	  10156332
   19	   70	inf.	 100.31	0	   8006734	   8006283
   20	   65	inf.	 100.66	0	  10810647	  10805625
   21	   81	inf.	 100.00	0	  13212308	  12909491
   22	   65	inf.	 100.89	0	   9600431	   9599041
   23	   79	inf.	 102.09	0	   6521721	   6455657
   24	   62	inf.	 100.09	0	   8028289	   8020016
   25	   67	inf.	 100.53	0	  11043937	  10933621
   26	   67	inf.	 101.75	0	   4497440	   4466936
   27	   70	inf.	 100.34	0	  13463069	  13384083
   28	   67	inf.	 100.74	0	   8767132	   8727407
   29	   74	inf.	 100.14	0	  12158835	  12087048
   30	   74	inf.	 102.38	0	   5434148	   5352893
   31	   64	inf.	 100.94	0	   5367117	   5366743
   32	   63	inf.	 100.02	0	  10264783	  10264459
   33	   66	inf.	 101.55	0	   7707229	   7702449
   34	   66	inf.	 100.08	0	   9820091	   9806534
   35	   72	inf.	 100.02	0	   9880350	   9876045
   36	   63	inf.	 100.61	0	   7230819	   7229322
   37	   70	inf.	 100.56	0	   9887288	   9870780
   38	   74	inf.	 100.88	0	   8900589	   8843263
   39	   71	inf.	 100.80	0	   6584557	   6467814
   40	   68	inf.	 100.67	0	   7084508	   7051144
   41	   66	inf.	 100.53	0	   8033304	   8032012
   42	   72	inf.	   0.14	1	     84122	     82960
   43	   66	inf.	 100.63	0	   7053365	   7047131
   44	   57	inf.	 100.02	0	   6448394	   6446258
   45	   64	inf.	   0.28	1	    128702	    128515
   46	   65	inf.	 100.19	0	   7911107	   7910429
   47	   72	inf.	   0.63	1	    294218	    291960
   48	   55	inf.	  18.36	1	   2238290	   2236756
   49	   74	inf.	   4.39	1	    855424	    855202
   50	   70	inf.	  38.95	1	   2539955	   2535710
   51	   71	inf.	  73.72	1	   7131956	   7130697
   52	   65	inf.	  56.00	1	   5268035	   5240978
   53	   63	inf.	   0.63	1	    183613	    183087
   54	   67	inf.	   0.66	1	    234382	    234064
   55	   83	inf.	 100.56	0	   6027051	   6014302
   56	   54	inf.	 100.16	0	   8151137	   8060695
   57	   74	inf.	 100.42	0	   5882483	   5880234
   58	   72	inf.	   0.91	1	    397374	    394439
   59	   69	inf.	  57.81	1	   5475307	   5429257
   60	   79	inf.	   0.41	1	    240909	    239049
   61	   72	inf.	   0.09	1	     54913	     54688
   62	   69	inf.	   2.89	1	    858279	    858058
   63	   75	inf.	  57.38	1	   5232434	   5200780
   64	   72	inf.	   2.34	1	    585477	    585196
   65	   78	inf.	   2.13	1	    648705	    648115
   66	   72	inf.	   0.02	1	     14697	     14431
   67	   89	inf.	   0.22	1	     88720	     88312
   68	   72	inf.	   1.06	1	    329230	    327976
   69	   71	inf.	   0.14	1	     94293	     93202
   70	   73	inf.	   4.02	1	    741626	    737662
   71	   79	inf.	   0.34	1	    134668	    134154
   72	   74	inf.	   0.06	1	     55025	     54290
   73	   81	inf.	   0.06	1	     63345	     61511
   74	   64	inf.	  22.48	1	   4730028	   4705997
   75	   82	inf.	  43.31	1	   6855092	   6837033
   76	   64	inf.	   0.02	1	     13579	     13334
   77	   69	inf.	 100.86	0	   9376591	   9369290
   78	   66	inf.	   0.13	1	     88573	     87426
   79	   64	inf.	   0.03	1	     21675	     21610
   80	   59	inf.	   1.16	1	    327928	    325292
   81	   89	inf.	   0.00	1	       130	        22
   82	   70	inf.	   0.06	1	     33873	     33719
   83	   88	inf.	   0.33	1	    170590	    170349
   84	   93	inf.	   0.00	1	       237	       158
   85	   72	inf.	   0.09	1	     51864	     51652
   86	  100	inf.	   0.31	1	    172369	    166259
   87	   87	inf.	   0.00	1	       317	        62
   88	   81	inf.	   0.08	1	     51834	     51751
   89	   79	inf.	   0.67	1	    248856	    248452
   90	   85	inf.	   0.00	1	      1341	      1316
   91	   97	inf.	   0.00	1	       616	       597
   92	   78	inf.	   5.00	1	   1271598	   1270350
   93	   70	inf.	   0.03	1	     28744	     27771
   94	   97	inf.	   0.00	1	       745	       581
   95	   79	inf.	   0.22	1	    134478	    133823
   96	   85	inf.	   0.00	1	      2555	      2535
   97	   81	inf.	   0.86	1	    294185	    294002
   98	   85	inf.	   2.80	1	    713027	    708806
   99	   92	inf.	   0.03	1	     26684	     26404
  100	   66	inf.	   0.49	1	    176738	    175369
  101	   79	inf.	   1.20	1	    380743	    380623
  102	   81	inf.	   0.48	1	    288554	    285951
  103	   92	inf.	   0.00	1	      5210	      5175
  104	   85	inf.	   0.00	1	       216	       148
  105	   66	inf.	   0.02	1	      8089	      7909
  106	   80	inf.	   0.00	1	      3682	      3620
  107	  114	inf.	   0.00	1	        80	        25
  108	   94	inf.	   0.00	1	       280	       119
  109	   75	inf.	   0.02	1	      4430	      4351
  110	   74	inf.	   0.00	1	       123	        27
  111	   91	inf.	   0.02	1	       281	       155
  112	   90	inf.	   0.00	1	      5204	      5148
  113	   93	inf.	   0.00	1	        77	        38
  114	   71	inf.	   0.44	1	    150334	    150226
  115	  100	inf.	   0.00	1	      1373	      1287
  116	   73	inf.	   0.02	1	      8516	      8464
  117	   84	inf.	   0.00	1	       106	        25
  118	   77	inf.	   0.00	1	      1882	      1758
  119	   82	inf.	   0.13	1	     75787	     75130
  120	   76	inf.	   0.33	1	    138614	    137887
  121	   82	inf.	   0.02	1	     19003	     18859
  122	  101	inf.	   0.00	1	       705	       657
  123	  101	inf.	   0.00	1	        57	        50
  124	   86	inf.	   0.00	1	      2200	      2161
  125	   77	inf.	   0.00	1	       224	       111
  126	   89	inf.	   0.02	1	      6521	      6253
  127	   89	inf.	   0.00	1	      1901	      1873
  128	   79	inf.	   0.00	1	      3457	      3434
  129	   76	inf.	   0.02	1	      4668	      4562
  130	   94	inf.	   0.00	1	       492	       463
  131	   83	inf.	   0.00	1	       904	       867
  132	   89	inf.	   0.00	1	       501	       460
  133	   80	inf.	   0.53	1	    219561	    218352
  134	   69	inf.	   0.00	1	       380	       371
  135	   82	inf.	   0.00	1	        64	        24
  136	   80	inf.	   0.00	1	      1302	      1203
  137	   85	inf.	   0.00	1	      7991	      7763
  138	   87	inf.	   0.48	1	    296925	    294107
  139	  101	inf.	   0.00	1	      1168	      1138
  140	   83	inf.	   0.41	1	    170088	    165923
  141	   97	inf.	   0.00	1	       321	       296
  142	   96	inf.	   0.00	1	       686	       633
  143	   87	inf.	   0.00	1	       552	       525
  144	   98	inf.	   0.00	1	       158	       141
  145	  103	inf.	   0.00	1	        49	        45
  146	   95	inf.	   0.00	1	        76	        66
  147	   76	inf.	   0.00	1	      7822	      7679
  148	  104	inf.	   0.00	1	        89	        77
  149	   77	inf.	   0.00	1	       252	       230
  150	   82	inf.	   0.00	1	       819	       794
  151	   92	inf.	   0.00	1	      1198	      1142
  152	   93	inf.	   0.00	1	      1429	      1407
  153	  101	inf.	   0.00	1	      1008	       954
  154	  102	inf.	   0.02	1	      6158	      6109
  155	   78	inf.	   0.00	1	      4537	      4517
  156	   75	inf.	   0.00	1	      2342	      2289
  157	   91	inf.	   0.00	1	       133	       121
  158	   99	inf.	   0.00	1	      3908	      3861
  159	  103	inf.	   0.00	1	       244	       233
  160	  100	inf.	   0.00	1	      4782	      4754
  161	  126	inf.	   0.00	1	        47	        43
  162	  142	inf.	   0.00	1	        34	        26
  163	  128	inf.	   0.00	1	        88	        83
  164	  118	inf.	   0.00	1	        63	        50
  165	  121	inf.	   0.00	1	       108	        95
  166	  127	inf.	   0.00	1	        27	        25
  167	  132	inf.	   0.00	1	        34	        32
  168	  150	inf.	   0.00	1	        35	        28
  169	  101	inf.	   0.00	1	        52	        42
  170	  154	inf.	   0.00	1	        38	        33
  171	  145	inf.	   0.00	1	        33	        25
  172	  144	inf.	   0.00	1	        74	        62
  173	  129	inf.	   0.00	1	        42	        36
  174	  146	inf.	   0.00	1	        36	        27
  175	  138	inf.	   0.00	1	        35	        27
  176	  162	inf.	   0.00	1	        31	        26
  177	  135	inf.	   0.00	1	        50	        28
  178	  140	inf.	   0.00	1	        28	        25
  179	  144	inf.	   0.00	1	        28	        26
  180	  154	inf.	   0.00	1	        29	        25
  181	  112	inf.	   0.00	1	        42	        34
  182	  145	inf.	   0.00	1	        28	        25
  183	  112	inf.	   0.00	1	        83	        64
  184	  133	inf.	   0.00	1	        86	        79
  185	  127	inf.	   0.00	1	        32	        29
  186	  122	inf.	   0.00	1	        30	        27
  187	  159	inf.	   0.00	1	        60	        53
  188	  122	inf.	   0.00	1	        41	        36
  189	  124	inf.	   0.00	1	        55	        47
  190	  117	inf.	   0.00	1	        30	        26
  191	  148	inf.	   0.00	1	        29	        26
  192	  134	inf.	   0.00	1	        32	        27
  193	  169	inf.	   0.00	1	        30	        26
  194	  135	inf.	   0.00	1	        37	        27
  195	  126	inf.	   0.00	1	        94	        87
  196	  133	inf.	   0.00	1	        36	        27
  197	  140	inf.	   0.00	1	        33	        26
  198	  150	inf.	   0.00	1	        29	        26
  199	  112	inf.	   0.00	1	        31	        27
  200	  133	inf.	   0.00	1	        30	        26
  201	  121	inf.	   0.00	1	        58	        49
  202	  125	inf.	   0.00	1	        61	        56
  203	  134	inf.	   0.00	1	        29	        26
  204	  127	inf.	   0.00	1	        58	        55
  205	  123	inf.	   0.00	1	        29	        26
  206	  143	inf.	   0.00	1	        30	        26
  207	  133	inf.	   0.00	1	        33	        30
  208	  123	inf.	   0.00	1	        38	        32
  209	  142	inf.	   0.00	1	        46	        44
  210	  124	inf.	   0.00	1	        31	        29
  211	  134	inf.	   0.00	1	        38	        33
  212	  131	inf.	   0.00	1	        39	        28
  213	  107	inf.	   0.00	1	        32	        26
  214	  102	inf.	   0.00	1	        56	        45
  215	  125	inf.	   0.00	1	        34	        27
  216	  113	inf.	   0.00	1	        29	        26
  217	  141	inf.	   0.00	1	        29	        26
  218	  138	inf.	   0.00	1	        30	        29
  219	  157	inf.	   0.00	1	        27	        25
  220	  132	inf.	   0.00	1	       244	       237
  221	  144	inf.	   0.00	1	        29	        26
  222	  117	inf.	   0.00	1	        39	        28
  223	  143	inf.	   0.00	1	        29	        26
  224	  143	inf.	   0.00	1	        29	        26
  225	  133	inf.	   0.00	1	        32	        30
  226	  118	inf.	   0.00	1	        31	        26
  227	  142	inf.	   0.00	1	        28	        25
  228	  148	inf.	   0.00	1	        30	        26
  229	  135	inf.	   0.00	1	        27	        25
  230	  138	inf.	   0.00	1	        32	        27
  231	  154	inf.	   0.00	1	        33	        26
  232	  124	inf.	   0.00	1	        38	        30
  233	  161	inf.	   0.00	1	        27	        25
  234	  115	inf.	   0.00	1	        42	        37
  235	  128	inf.	   0.00	1	        30	        25
  236	  156	inf.	   0.00	1	        27	        25
  237	  148	inf.	   0.00	1	        29	        26
  238	  128	inf.	   0.00	1	        37	        31
  239	  131	inf.	   0.00	1	        30	        26
  240	  147	inf.	   0.00	1	        33	        27

 Average computation time (seconds)    :     21.820  (standard deviation :     40.472)

 Average number of created nodes       : 1967753.625  (standard deviation : 4216298.605)

 Average number of nodes branched into : 1956110.500  (standard deviation : 4187886.718)

 Problems solved to optimality                    :  192

 Problems for which no feasible solution is found :    0
